ID,LIMIT_BAL,SEX,EDUCATION,MARRIAGE,AGE,PAY_1,BILL_AMT1,PAY_AMT1,PAY_2,BILL_AMT2,PAY_AMT2,PAY_3,BILL_AMT3,PAY_AMT3,PAY_4,BILL_AMT4,PAY_AMT4,PAY_5,BILL_AMT5,PAY_AMT5,PAY_6,BILL_AMT6,PAY_AMT6,default.payment.next.month
6918,88116,2,4,3,39,4,296425,32870,8,44774,35489,7,13977,7797,-1,8731,43680,7,250926,15824,3,298458,32647,1
6919,394370,1,4,1,52,8,241851,9556,7,9929,8754,-1,120096,26231,-2,158852,47738,0,113923,48042,4,-2746,11393,0
6920,459779,2,4,2,32,7,59044,36054,6,128286,22465,8,226966,20305,7,262406,24599,1,139750,3127,3,141188,3162,0
6921,238931,2,3,1,22,-2,260265,37625,5,229102,14074,1,168460,1067,6,166515,29140,6,223524,46621,7,184055,48029,1
6922,316901,2,4,2,56,5,198421,47666,5,270705,49043,5,17660,11946,4,286531,3055,-1,273250,40605,7,139954,24826,0
6923,393152,1,2,1,41,6,269694,42069,5,158775,32066,1,49874,23828,2,297699,45449,0,239926,44904,3,196329,18515,0
6924,218547,2,3,1,60,7,196122,6641,8,194786,28393,3,279700,49146,5,19443,23892,6,71618,6908,8,14658,34627,1
6925,454473,2,1,3,63,1,100380,7558,4,63949,27149,8,293122,35203,7,214471,38152,7,91027,7209,5,98436,30438,0
6926,236572,1,2,3,31,2,19810,20159,3,295912,45634,5,27075,20284,7,-5230,31628,1,-1378,7364,4,201751,5624,0
6927,141379,2,2,1,48,4,75796,18344,2,263389,22623,-2,14061,20463,4,97919,14334,4,262925,30521,5,203969,29014,0
6928,66889,1,1,2,32,3,96056,34623,-1,274869,19861,-2,64457,46349,-1,214622,12709,3,106593,18767,6,65921,7503,1
6929,472111,1,2,3,25,3,15376,38784,1,64153,39376,4,102158,40307,2,246161,14505,3,282700,19343,8,66367,37945,1
6930,236256,2,3,3,35,8,121351,30929,-2,147592,33871,3,120598,44485,7,119771,22279,7,123338,16242,2,87683,36268,0
6931,308088,1,1,3,52,4,109683,40651,8,297914,24357,4,136272,30196,4,109220,39567,-1,151148,1964,7,157766,10372,0
6932,371699,2,3,1,37,6,289520,29829,1,125996,24703,7,25088,10617,-1,185824,46910,2,140117,19420,-2,223763,45839,0
6933,48134,2,4,2,61,-1,101552,42769,7,287196,34551,3,178855,2868,6,57255,10601,-2,217867,42468,0,260965,29176,1
6934,430539,2,1,2,56,2,247714,44840,-1,18845,16821,4,8261,46121,5,298660,23263,4,286844,49874,8,6979,38598,0
6935,212834,1,3,1,34,4,11869,12356,8,26089,18651,7,89488,5050,5,158353,21765,8,86752,23179,2,78197,4423,1
6936,490441,1,4,2,61,-2,222462,35919,5,54888,20020,4,249800,14790,4,131006,28414,0,21206,7073,-1,110771,36815,0
6937,237579,2,3,3,29,4,127039,28027,2,128203,49389,6,53686,19667,6,262135,38356,-2,184735,38193,4,167851,40273,0
6938,35954,2,3,2,37,6,224924,20545,8,92035,33868,3,9646,16700,-1,-518,43950,2,291719,23369,7,110232,4097,1
6939,196093,1,2,3,64,6,162808,35426,2,252770,37276,3,38048,33452,-2,270853,27745,2,31157,24801,3,34773,35166,1
6940,362103,2,4,3,27,4,276211,49956,-2,282283,38304,0,181354,19704,0,14685,41467,-1,294555,24182,1,156379,31148,0
6941,236999,1,2,1,52,7,161730,20994,-2,90080,16302,0,162688,22658,0,158102,33138,-2,225042,3551,6,53475,31824,0
6942,220938,1,4,3,64,3,180491,3424,1,51048,33271,1,115726,352,5,260190,8866,6,57900,12598,0,224352,27815,1
6943,211499,2,4,2,64,7,191945,30706,8,201410,32894,4,96447,42936,8,195019,26266,0,204252,49977,-2,296972,36088,1
6944,277136,2,2,2,26,-2,46951,10098,0,47988,4356,1,122783,9635,-2,226329,25749,6,225493,29331,-2,298427,22533,0
6945,11961,2,2,2,36,3,-4705,1307,-1,106405,24389,5,14281,46460,6,291887,12724,8,117632,44746,3,-6237,10551,0
6946,22497,1,2,2,22,1,281180,21547,2,276072,30479,1,222335,13740,-2,39045,816,4,57965,5325,8,3618,39632,1
6947,435767,1,4,2,30,1,246747,13309,2,220798,32189,-1,133203,38609,1,193984,47066,8,229175,21957,2,68633,15692,0
6948,479600,1,4,3,24,-1,251884,5262,-2,90529,41652,2,233220,49872,6,137434,43268,1,214410,48057,5,238012,40734,0
6949,266446,1,4,1,25,5,239453,6817,1,67425,35286,3,249238,41963,2,49033,2771,-2,225931,13133,-1,71593,33891,1
6950,458971,2,4,1,57,6,236696,443,7,87862,29154,5,210137,44639,5,295613,23986,0,244446,33387,6,146293,25166,0
6951,285399,1,4,2,59,-2,182026,48214,2,85511,19853,8,192589,18445,0,40371,15123,4,218650,23053,7,25522,5842,0
6952,145639,2,4,3,46,4,173910,41078,3,245069,4629,0,232156,1817,4,-7093,15778,5,47407,25361,6,244473,34083,1
6953,320991,1,3,1,50,4,192259,9704,3,36627,8637,3,83526,29181,3,167201,30994,3,129664,34412,4,-7495,43882,1
6954,245889,1,2,2,22,8,41928,41248,6,222156,13862,3,35003,3366,6,256720,36310,0,33429,185,8,148479,20967,1
6955,189075,2,4,3,38,4,108581,37426,0,1638,25675,8,257706,33274,8,299374,2996,5,215998,18748,6,61603,23845,1
6956,30389,1,3,1,27,1,62153,22829,2,294307,3958,-1,261436,43590,6,143534,37757,-1,127457,33932,1,296233,38930,1
6957,185595,2,1,3,43,3,83034,7932,2,163018,47382,1,4343,49545,-1,17039,16094,0,140288,43517,-1,41185,30898,0
6958,395946,1,3,2,40,8,-3218,48582,-1,191178,32677,1,234676,16317,1,173199,25131,0,114336,27313,6,26235,23063,0
6959,333720,2,2,3,35,7,27936,17979,-1,115309,20662,0,35166,2225,5,103477,41892,6,231439,36448,5,23991,10242,0
6960,316063,1,1,1,48,6,185170,17715,0,256440,39158,7,192004,42511,6,222861,7880,8,163147,36115,5,-3788,26557,1
6961,223175,1,4,1,23,6,153711,37875,-2,26816,36590,8,298983,20945,3,205274,30952,5,149045,24208,5,273138,42983,1
6962,13358,2,2,3,23,1,74391,37269,4,269512,31195,3,114111,33442,6,151376,18262,0,78836,17801,4,168129,28147,1
6963,360679,2,1,1,32,-1,217430,22706,8,61651,39483,2,266383,13508,-2,102713,5639,-2,94608,34682,0,49357,33546,0
6964,262557,2,3,3,54,-1,215657,47559,4,196226,48125,3,173570,5032,5,163916,16901,3,47018,8661,5,146828,5613,1
6965,217596,1,1,3,56,-1,244555,20200,8,261545,31889,-2,246232,34523,6,148958,38856,6,61929,19407,5,251970,684,1
6966,264488,1,2,2,28,-2,128148,35791,3,101120,40805,-1,273346,23981,5,248374,36327,3,249509,38175,0,262378,36160,0
6967,115982,1,1,2,29,7,186506,45596,5,103783,24469,7,55848,29794,5,81662,13821,-2,235048,17208,3,41040,14235,1
6968,238129,1,3,3,55,4,214225,22433,5,222357,17399,5,297860,45716,-1,77251,20885,2,59401,35954,-2,160663,9421,1
6969,277842,1,1,1,44,3,251268,32564,4,187571,28808,2,295034,26256,0,58268,5328,-2,38756,37812,0,159567,44524,1
6970,338953,1,3,2,44,2,53110,2010,0,64606,33028,-2,7240,25683,2,191864,16569,8,114451,16500,6,154088,49212,0
6971,103079,2,1,1,55,0,286223,10643,0,71813,12106,8,203597,1566,-1,139030,10143,2,264326,10536,7,268324,13999,1
6972,65805,1,3,3,31,8,125749,20216,2,224992,6453,-2,291672,22469,-2,77977,49236,2,96556,46755,3,224721,10767,1
6973,172421,1,3,1,26,8,45151,42048,-2,113072,46467,-2,153470,26090,7,45669,32696,0,262859,36874,-1,19424,7317,0
6974,217849,2,3,1,45,8,172054,45308,6,130414,732,-2,51912,49753,7,-9693,1306,-1,283010,25059,3,39288,182,1
6975,453464,2,4,3,21,0,135548,18891,6,141684,38872,1,143126,87,0,188459,44797,5,265324,33728,4,225638,11639,0
6976,347177,2,3,2,29,8,19734,5395,0,250590,47731,0,-1548,31052,6,199447,21307,6,124791,15150,8,202278,10537,1
6977,248483,2,2,2,32,-2,268978,32600,-2,146338,16612,-2,269156,31004,-1,183542,2692,-2,8124,31131,7,123073,20872,0
6978,370383,2,3,1,33,-2,62895,27690,3,112497,38676,3,296138,23147,4,76565,37522,2,36146,15417,2,239243,25720,0
6979,402551,1,4,3,49,7,101507,34156,-1,19961,40039,0,41751,38758,0,1520,18575,5,67716,24276,3,34920,47686,0
6980,54041,1,4,3,52,5,110795,12728,6,212453,13595,-1,72578,26617,4,205289,9127,5,20937,39884,4,73223,31646,1
6981,304098,2,2,2,51,3,271329,24184,2,216328,33311,-2,263877,15884,-2,145351,14153,8,51004,35022,2,19490,15440,1
6982,280146,2,3,3,46,2,31478,25938,0,232604,17819,-1,254293,30740,3,-5313,12048,0,86692,30976,1,62440,3177,0
6983,341927,1,4,3,60,1,18996,28716,3,59880,43452,3,125516,22475,1,7845,10192,3,117540,42102,1,45658,2870,0
6984,117524,2,4,1,44,5,207320,11847,7,297707,31397,3,234280,22675,-1,22531,47150,2,241985,1239,6,192043,39170,1
6985,228306,1,1,1,35,7,50600,39302,1,10321,21429,0,72527,21622,8,268718,35811,0,60649,10897,6,214167,20592,1
6986,397001,1,1,2,62,8,45600,6656,4,68652,9769,8,153439,39500,-1,210246,36033,3,117254,31586,7,288402,25996,0
6987,29738,2,2,2,26,6,53356,45371,0,113709,24147,8,21932,43169,4,77641,21423,0,161633,12122,3,62096,29299,1
6988,282847,1,1,1,49,-2,255327,30161,0,226862,43510,6,133350,35061,1,59244,46152,-1,108046,2896,-2,274439,3832,0
6989,123776,1,3,3,51,-1,97691,7907,1,66882,14718,0,208188,22224,-1,-7435,21007,5,278849,17418,-2,111702,30043,0
6990,190494,1,1,3,36,1,257657,3784,3,221283,28862,4,192107,13382,8,199404,38863,7,62707,39090,-1,148042,41888,1
6991,486322,1,4,1,30,3,245603,22786,5,103000,22650,1,58310,23471,0,188250,22583,4,121213,21460,8,134736,28401,0
6992,202971,2,2,1,60,7,114004,15114,2,184194,626,4,75057,30636,2,178238,6725,8,975,31470,3,256858,43851,1
6993,415608,2,1,1,24,0,169060,39676,-2,55040,26503,1,295845,15485,4,23966,11554,-2,164268,11798,5,231500,9381,0
6994,316868,2,2,1,49,-2,294092,40954,8,147510,18084,-2,95855,21217,-2,160436,15591,5,35245,23919,8,193602,31799,0
6995,304443,2,3,3,28,0,-368,12586,2,-8507,43907,4,254131,26041,4,66974,10019,6,265279,42470,1,192982,34143,0
6996,287785,2,3,3,60,8,260,10540,0,161975,42838,6,263447,45324,-2,40306,15,-1,155517,10108,3,141216,16901,0
6997,351678,1,1,2,31,5,233758,21741,4,165106,44996,6,10720,27446,4,246350,30504,-2,109860,30537,3,225406,25347,0
6998,278449,1,1,1,21,8,273531,23206,-2,100449,35285,7,217517,25619,2,290667,11887,0,247680,16107,4,42094,170,1
6999,239334,1,1,2,63,2,236689,15343,1,276194,17480,3,122773,33851,0,227511,37503,6,-7495,22144,-2,156534,48192,1
7000,290926,1,4,3,57,-2,142637,36211,6,146000,49747,3,134851,7269,6,278268,41587,3,208026,28196,0,32157,5317,0
7001,350401,2,3,2,43,2,102243,17917,6,92517,5876,8,288075,3287,6,148233,18200,8,155780,41954,3,181304,41908,0
7002,246371,2,4,3,50,7,216489,16298,5,167392,15815,3,62586,11676,7,98665,15378,2,249488,23603,-2,199485,36161,1
7003,87963,1,1,3,35,5,-6958,23749,8,110214,46445,8,51331,28037,0,132683,25227,3,154032,2784,-2,125544,14249,0
7004,131987,2,3,2,49,8,231453,5777,3,24585,24582,-2,226828,2564,-2,119354,24757,6,44372,43180,-2,170199,10716,1
7005,161638,1,4,2,44,6,163652,14312,2,14673,35337,6,91344,4590,6,46899,33147,4,132440,15220,4,117011,17614,1
7006,134591,1,4,1,29,3,203376,25464,6,218929,33824,7,34172,48390,-1,277430,34958,-2,91134,32848,2,130762,30990,1
7007,77766,2,2,3,63,1,114253,18861,2,64669,37230,-2,117316,17473,5,237216,26305,6,247863,28141,8,238727,26722,1
7008,16511,2,4,1,31,8,265769,18152,7,70924,1707,5,153685,33693,-1,85717,41860,4,81255,3083,0,180590,26356,1
7009,124816,2,1,1,35,8,-1650,42604,6,20275,31485,6,130335,9463,-2,-5041,7286,7,188486,9959,3,189466,10874,1
7010,259432,1,1,3,64,2,162500,11436,4,220478,18500,-1,16586,8261,5,218372,6883,2,20285,34601,5,62979,10871,0
7011,429393,2,4,2,58,0,226117,16630,1,182609,7495,4,151294,13809,-1,138952,20812,4,65926,4414,0,115014,8211,0
7012,276909,1,2,1,46,4,224306,4366,7,61692,27495,-2,281033,46966,4,60684,7408,7,144558,32553,8,284291,1738,1
7013,161426,2,2,1,57,8,15507,11060,7,26555,2929,8,274794,4318,5,299622,36998,-1,204888,48073,4,217911,4568,0
7014,296073,1,2,3,44,7,248126,35834,7,260305,28780,5,282249,1354,8,199568,12201,4,294000,47480,2,179740,3403,1
7015,169892,2,4,2,42,1,281047,29406,-1,111198,42744,1,243085,17538,1,295134,1303,-1,277159,11223,1,8791,38443,1
7016,121576,1,4,2,38,7,187732,48191,8,16415,29169,5,203770,16346,0,164475,16459,0,230783,1726,2,269153,33621,1
7017,432739,1,2,1,29,4,180904,30908,4,146111,21954,5,269975,33447,3,298366,38631,1,258138,25828,3,83502,28679,1
7018,81088,2,4,3,49,7,94941,4941,5,244947,1886,-2,65700,7760,6,41674,37312,2,86479,46446,8,208706,42386,1
7019,469379,1,3,1,52,1,121308,47857,-2,171604,20238,7,111564,17365,-2,160403,2349,-1,180352,49277,5,51854,23565,1
7020,87525,2,1,2,32,-2,185028,4407,7,26737,23691,4,58564,37179,6,107045,24652,6,281322,25808,4,285815,47640,0
7021,23780,2,4,1,61,6,175565,9365,3,114527,39280,3,278790,39434,-2,244688,14206,3,268565,35724,4,175074,12737,1
7022,278733,2,3,3,37,8,241839,27336,1,127248,23548,7,116634,30489,6,97946,36061,0,129495,36365,-1,163994,28872,1
7023,438028,1,4,1,45,7,232717,11029,6,289637,37885,7,68986,42549,4,-8879,31099,7,274472,32768,8,119044,14507,0
7024,365808,2,3,2,34,8,178447,33963,8,37987,34133,0,-2546,11380,1,107793,37455,-1,81353,24849,8,267223,38680,1
7025,449155,1,2,3,45,4,124983,36077,4,97215,8196,5,150206,9645,3,125893,36619,3,195442,30947,3,244500,42485,0
7026,454709,2,1,3,47,7,10015,15670,2,214138,1524,-2,260364,997,1,149737,34217,5,-8444,39737,5,203651,19347,1
7027,114188,2,4,3,33,5,188375,27562,3,190146,25916,5,220449,11768,-1,147016,36463,4,286239,5695,5,177160,14558,1
7028,103326,1,3,3,57,2,6320,4052,2,89363,42708,7,197272,37757,6,103149,23682,-2,231226,3184,-1,249358,10127,0
7029,313097,1,3,3,30,-1,36995,19464,6,19593,44329,2,13961,40058,6,275044,48040,4,255550,41257,-1,159186,16343,0
7030,75785,2,2,1,29,-1,272155,520,6,-9749,40661,5,244361,31532,8,211821,48685,5,50457,16655,8,117182,4064,1
7031,29309,1,1,3,33,7,292548,1145,8,220414,47398,5,146571,44248,7,167366,48151,5,140933,22507,2,131454,16033,1
7032,64195,2,1,2,27,-2,95683,36083,7,168119,32520,6,59577,34542,7,162988,6772,0,189002,41685,1,290235,14915,1
7033,35901,1,1,3,34,6,210868,15175,8,236739,25403,3,286921,26528,8,140312,18837,1,130114,2176,-1,7695,33510,1
7034,164648,1,3,2,56,4,38317,17870,5,228572,11941,4,79334,2128,1,81625,13431,6,21844,4103,-1,-3843,46311,1
7035,434724,2,4,2,60,1,14264,38734,4,151263,30596,8,208960,33729,-2,244554,14193,6,269237,19338,2,189731,8235,0
7036,477927,1,4,2,25,2,283330,19477,2,-5116,40144,-2,212506,48316,6,291315,1197,-1,148861,9539,8,233412,4862,0
7037,35464,2,2,2,33,1,265933,49370,5,44392,47377,4,82441,35879,7,156617,850,8,28368,44654,-1,128035,38699,1
7038,463497,2,1,2,40,0,91280,45227,0,103615,38057,4,52280,43461,5,152046,328,3,194986,10712,4,57100,12620,0
7039,288404,1,4,1,48,6,256780,1314,7,196640,2520,1,196727,16503,5,51522,38627,7,27601,27765,-1,166183,14760,1
7040,134997,2,3,2,35,4,267500,32975,7,88132,5656,1,38187,3839,6,35638,22845,5,295584,28515,0,277190,43639,1
7041,307584,1,3,2,59,-1,204945,32410,-2,132739,41835,-1,124197,6465,8,266725,13673,8,204969,31057,0,-6801,21734,0
7042,367226,1,1,2,41,8,128676,48797,-1,55020,17350,0,43640,4431,-2,188532,31127,4,252759,30995,2,136198,28806,1
7043,377727,2,2,1,37,-1,61019,1248,6,38645,46059,3,60954,35848,8,249996,27058,-2,279539,13406,4,191068,43356,0
7044,66683,1,2,3,26,4,11577,43086,-1,271310,27006,-2,255948,4643,0,289664,31295,-1,223070,45787,1,214149,36929,1
7045,396350,2,1,2,45,6,120362,46780,4,133670,13852,4,294325,10999,4,98493,39245,2,2757,31124,7,230719,16682,1
7046,182502,2,3,1,30,1,181861,19169,-1,106875,7028,0,299715,3263,2,256943,34239,1,230074,28346,3,37680,14297,1
7047,405203,1,2,1,34,3,77763,7940,2,106523,16710,-2,292140,1546,3,76997,26770,1,252284,49907,2,229831,32135,1
7048,166177,1,3,1,39,3,142257,388,-1,6812,21468,4,122369,42881,-2,241140,44080,7,27865,39839,0,117285,27371,1
7049,88484,2,3,3,31,6,-621,13442,2,282016,34088,0,203204,34091,-2,104900,28505,3,6163,23077,0,234981,28936,0
7050,259819,2,4,1,52,-1,91652,4635,6,50716,46256,-1,29868,36027,3,34930,35570,6,41914,35278,6,286437,831,0
7051,416242,2,2,2,30,7,279020,6933,8,234122,21506,8,169923,40283,7,57568,3456,1,15919,28069,2,166919,37949,1
7052,340453,1,3,2,54,-1,218158,30,1,168254,16554,0,64281,14492,3,59009,24179,-1,22020,29909,1,135248,2212,0
7053,318071,1,4,2,64,2,8077,33224,0,239866,8,-1,197113,3271,0,64356,31477,3,80034,41219,2,10765,40644,1
7054,216486,2,3,3,49,0,84844,29850,-1,-4347,4513,-2,293995,22574,0,-6194,7398,7,161699,25959,8,28633,41223,0
7055,460751,1,1,1,49,2,105017,45446,3,269693,15419,5,-154,41534,5,257191,31194,4,244720,17709,5,40206,32524,0
7056,315090,2,2,2,42,4,-1729,42477,2,292887,11906,6,122497,19267,6,79378,22992,0,148202,42448,-2,85319,11287,1
7057,398647,1,3,2,34,7,134824,18339,6,210807,10549,-1,250808,25027,4,118854,14767,2,43424,47072,8,154775,22,0
7058,459777,2,2,2,22,-2,250984,14136,2,251218,3421,-2,203592,23035,8,38190,37638,5,257196,13734,1,153102,37678,0
7059,151449,2,4,3,32,1,219178,32588,3,133480,22586,5,218206,4686,8,223089,44760,-1,60703,35395,1,141464,32890,1
7060,63592,2,2,2,42,1,2163,20751,8,76701,16568,3,212988,43115,-2,260606,16599,2,114340,36863,1,54865,31650,1
7061,148419,2,3,1,21,1,114544,26593,-1,291916,4065,8,19514,41108,1,262229,40030,3,42936,31248,4,256251,28408,0
7062,305920,2,2,1,32,0,268480,33038,6,171628,7375,1,233474,47690,1,70602,7166,3,109972,26925,1,225851,17013,0
7063,406999,2,1,3,32,1,25922,3496,6,122820,16300,8,5532,27872,6,100523,46679,-2,120600,47557,8,123128,11634,1
7064,65798,1,1,3,24,4,174136,36299,1,45533,5325,1,-4357,43933,6,142956,21139,2,36217,16831,5,32134,45421,1
7065,145370,2,4,3,37,0,121596,48543,6,207350,16636,6,230783,43450,3,238421,33616,-2,101420,14325,8,66120,47364,0
7066,342348,2,3,1,39,7,-2623,10162,-1,242675,34183,0,13496,14337,1,143172,19627,7,5021,17437,1,214673,15915,0
7067,358351,2,2,3,21,6,263388,38627,7,70406,25550,7,109935,17411,6,133774,37357,-1,89774,45407,0,22435,19495,0
7068,372500,2,4,3,37,7,206394,16018,1,25741,5247,0,288762,37809,8,106960,14348,8,128355,22312,5,287051,8892,1
7069,458377,2,4,1,54,5,168340,43139,4,165452,37821,7,77318,25590,-1,202500,48775,8,261777,22898,1,29913,19852,0
7070,332796,1,3,2,63,5,164969,34270,1,108709,25369,8,168755,33936,5,140263,24076,8,243255,46613,6,262538,39080,0
7071,437700,2,2,3,27,2,88686,7494,3,190533,46262,3,20702,9371,5,93035,21180,8,220056,17866,4,56057,36758,0
7072,401716,2,4,2,53,0,98690,15179,-1,67348,44940,3,148909,44834,2,45147,43135,3,178048,17770,-2,125381,12466,0
7073,253767,2,4,2,26,-1,186165,21482,7,252780,44488,-2,75207,3076,7,272816,43860,8,232948,1558,-2,47664,34492,0
7074,30922,2,3,2,26,1,276306,2638,5,184467,9761,5,140561,48537,-1,27705,3165,4,98425,43127,0,83205,24105,1
7075,437244,1,3,2,52,8,-3329,4334,4,57196,9393,-1,17885,46121,7,115858,21931,2,26392,49408,2,183261,6120,0
7076,423532,1,4,3,48,7,12385,43244,3,30972,44859,4,101192,8668,3,64364,28267,4,298498,22110,6,143834,12494,0
7077,349140,2,2,3,57,-1,144945,19783,1,244941,6439,5,28069,33490,8,13071,42331,7,208379,26190,7,276974,435,0
7078,420184,2,4,3,49,8,233872,251,-1,53234,22495,4,211550,45665,3,112303,12485,0,49496,7123,2,85963,37486,0
7079,302410,1,1,1,63,6,182431,44477,2,170546,22218,1,142001,47801,7,127431,30516,1,99724,30996,3,57593,2977,0
7080,236817,2,3,1,50,-1,127557,41290,8,277239,19902,-1,127726,49073,0,133956,44321,0,32168,251,1,170541,23497,0
7081,427216,1,1,2,42,1,175157,38142,2,225981,13347,5,205934,20562,1,-9894,10059,3,176954,16437,6,57444,32400,0
7082,417227,2,2,1,25,4,-7085,33175,8,243121,1091,3,292111,40922,3,59928,2640,1,193810,43658,7,24316,2219,1
7083,12866,1,3,2,49,0,118485,16806,5,41391,21293,1,281137,19831,6,19488,5815,7,285429,8728,7,195536,49375,0
7084,122669,1,2,2,22,-2,81416,48065,-1,161042,38786,1,63956,9802,8,109603,18353,-1,285846,27087,1,137773,40003,0
7085,278042,2,1,3,30,7,80566,29456,8,249286,27349,4,236609,23602,4,118606,20417,-1,269908,1698,7,201217,18978,1
7086,290539,2,2,3,40,3,259458,15807,3,242141,29260,6,215848,44927,6,159853,40337,1,60174,5278,6,183456,34111,1
7087,180091,2,3,1,38,-2,-3605,42350,1,59898,26698,5,169416,28316,8,240140,36292,0,34731,2078,5,27395,30539,0
7088,276150,2,1,3,55,8,195363,21459,1,242814,16063,0,129739,34214,6,168339,35221,6,37615,943,2,115755,37633,0
7089,175465,1,3,1,56,-1,243304,23980,4,96813,25062,4,39998,30148,6,57497,23581,3,213754,19997,3,65308,38631,1
7090,283100,1,1,3,38,3,43981,23553,-2,257702,525,4,210372,9213,2,167087,7853,8,49357,17682,-2,129063,10767,0
7091,453258,2,4,3,32,-1,190621,16229,2,141610,17285,-2,158260,38851,4,-1115,1429,0,196219,1601,7,188053,31871,0
7092,499415,1,2,1,45,8,283228,15866,8,178472,11363,1,168349,18399,0,8570,6521,-1,98714,9767,2,43669,35694,0
7093,409294,2,2,2,56,2,175977,49859,4,260074,2745,5,233094,26378,0,106752,49790,0,228212,39306,4,227042,36486,0
7094,432847,2,3,1,62,1,28999,10870,3,140057,2069,1,17534,10957,8,178020,39192,8,249285,38089,4,-8966,19944,1
7095,367820,2,4,3,61,5,95149,27392,8,262095,5680,1,178409,18163,3,238683,40437,6,172185,23634,5,47876,27780,0
7096,131724,1,3,2,40,-1,276066,26619,2,166651,18569,5,26973,46538,-2,35054,49754,6,147393,26541,-1,63536,48226,1
7097,72901,2,3,3,31,8,133682,45794,7,57543,36795,7,258759,30450,1,29063,8680,4,176511,34508,1,59881,29864,1
7098,379371,1,1,3,40,-1,120008,32253,1,251797,46466,7,199908,21447,0,197289,38472,8,285371,2262,7,261666,999,0
7099,210569,2,4,3,53,1,40761,31500,7,145886,45503,1,177024,12573,5,61055,11296,-2,222688,20122,5,172631,6537,0
7100,498029,1,1,2,30,-2,133790,3403,5,145792,42747,-2,111845,19752,1,17184,298,4,63202,33330,1,87924,1871,0
7101,127192,1,3,3,45,7,236934,12454,6,63303,7547,5,18866,20370,2,111219,16761,6,215035,45851,8,-369,147,1
7102,182646,1,1,1,30,0,125710,8714,8,263648,7185,4,17609,28423,-2,105455,33291,8,16848,16969,6,158486,45402,0
7103,303561,1,1,1,44,5,14119,21178,6,265268,38881,1,284538,35560,4,217835,9847,8,3218,36046,7,221784,4039,1
7104,360164,2,2,1,61,6,235645,11071,0,11626,9266,-1,4666,11774,3,208817,14308,7,104501,14796,0,60744,26178,0
7105,355783,1,4,2,53,0,-4845,2304,6,151551,30426,7,71845,31203,4,210524,30560,8,170464,22262,0,107656,19746,0
7106,468222,1,2,1,54,4,26942,47294,-1,175385,17663,4,242764,22921,7,287393,43873,-2,78593,37605,5,33000,5612,0
7107,104881,2,4,3,35,1,175056,18773,-2,146175,34899,2,40932,29075,5,147590,39776,-1,224396,1893,2,143104,48770,1
7108,252934,1,2,2,60,8,215486,12047,5,213480,7502,5,124780,36258,-1,107119,21420,8,121691,28115,1,131246,16592,1
7109,442670,2,3,3,44,0,176602,5868,6,207256,32364,6,195597,38605,5,175203,41729,8,189189,38670,0,140996,13449,0
7110,142659,1,2,3,35,2,131881,7987,5,181869,23721,-2,9173,35093,5,94927,34688,1,268784,9337,1,71984,18468,1
7111,131688,2,4,3,30,6,236167,9096,0,242281,12665,-2,231267,39983,4,199445,11073,3,20918,45831,7,39779,30549,1
7112,125584,1,4,1,25,1,60349,2969,4,163892,35529,0,75377,10888,-1,163456,30526,0,117596,48300,6,25,39825,0
7113,195782,1,4,1,42,5,263968,23562,0,59288,39014,8,271857,37518,1,-648,37770,1,163100,3796,-2,49555,32801,1
7114,358711,1,2,2,57,-1,280881,39016,-2,111296,2223,0,255387,47686,-2,158781,19151,6,155965,24277,0,238687,33388,0
7115,232820,1,1,2,51,8,112769,47666,6,77483,11266,-1,-9257,23786,5,250532,5941,6,21609,25895,4,12593,24862,0
7116,348030,2,2,1,43,6,-2836,27180,7,170070,31689,2,230590,24368,2,1061,45178,3,120098,47128,8,194528,28513,1
7117,422032,1,1,1,31,7,271286,19561,-1,58635,15749,7,210597,9421,6,34027,41952,6,131261,2462,7,288786,49197,0
7118,226896,2,2,3,30,-2,148806,39829,4,8500,33564,7,281517,20355,3,91554,13610,0,83665,29088,6,90710,39390,0
7119,301576,2,3,1,55,5,284322,19583,-2,78791,21041,-1,238023,48852,3,290923,49833,5,164786,7314,3,292493,27252,1
7120,189689,2,3,3,42,5,97247,10714,6,294909,4159,0,87113,20087,1,184668,9961,3,59188,14561,4,185745,36399,0
7121,344517,2,2,1,61,0,2234,25648,0,86684,3051,0,232189,4517,6,-5151,4241,2,-857,37048,8,174710,31798,0
7122,175289,1,2,3,42,-2,217577,37820,6,238882,13203,5,20233,40498,-2,132406,39878,8,167782,39089,2,228806,25036,0
7123,293028,1,2,1,57,1,69662,29546,6,216439,48316,2,284504,33001,-2,38117,34289,7,72186,24673,-1,177096,13280,1
7124,277598,1,3,1,47,0,281373,48039,-1,29528,8656,1,30583,13616,8,73301,43280,5,21204,27339,5,127127,31103,0
7125,84960,1,1,2,21,-1,254310,29173,1,175499,15935,8,255951,10724,-1,131302,17832,0,27473,6343,-2,9396,7365,1
7126,112421,1,4,2,25,3,30364,10894,5,-4774,48699,8,116405,21927,2,175401,42094,0,93883,45362,3,183067,46411,1
7127,248245,1,1,3,31,0,243198,46914,2,256065,1846,-2,177325,13138,-2,164390,32600,-2,115296,45578,0,162381,17751,1
7128,53618,2,2,2,53,4,152689,35159,1,177832,25693,-2,96655,18136,0,35952,40627,-1,221279,31170,2,201393,8750,1
7129,487164,2,3,2,36,-1,122930,40551,3,230791,49538,7,228434,41328,7,218537,23059,7,290934,47048,-2,188203,18511,0
